name,location
Lampang,"{""type"":""polygon"",""coordinates"":[[[99.687,19.43],[99.689,19.405],[99.698,19.373],[99.699,19.369],[99.697,19.358],[99.698,19.352],[99.70$
Nan,"{""type"":""polygon"",""coordinates"":[[[100.88,19.614],[100.886,19.613],[100.974,19.614],[101.003,19.611],[101.024,19.603],[101.068,19.577],[101$
Nakhon Nayok,"{""type"":""polygon"",""coordinates"":[[[101.409,14.425],[101.415,14.419],[101.419,14.413],[101.426,14.398],[101.43,14.392],[101.432,14.$
Rayong,"{""type"":""polygon"",""coordinates"":[[[101.693,13.134],[101.687,13.114],[101.687,13.11],[101.693,13.085],[101.713,13.035],[101.716,13.03],[1$
Roi Et,"{""type"":""polygon"",""coordinates"":[[[104.356,16.323],[104.328,16.261],[104.326,16.258],[104.323,16.256],[104.32,16.254],[104.317,16.253],[$
Phuket,"{""type"":""polygon"",""coordinates"":[[[98.289,8.19],[98.296,8.185],[98.303,8.188],[98.312,8.186],[98.321,8.179],[98.33,8.171],[98.336,8.156]$
Phangnga,"{""type"":""multiPolygon"",""coordinates"":[[[[98.541,8.106],[98.587,8.079],[98.603,8.064],[98.611,8.035],[98.612,7.926],[98.604,7.904],[98.$
Sukhothai,"{""type"":""polygon"",""coordinates"":[[[99.897,17.804],[99.903,17.799],[99.909,17.791],[99.912,17.789],[99.915,17.788],[99.918,17.786],[99$
Phetchaburi,"{""type"":""polygon"",""coordinates"":[[[99.888,13.239],[99.892,13.238],[99.895,13.239],[99.897,13.242],[99.897,13.245],[99.896,13.248],[$
Chanthaburi,"{""type"":""polygon"",""coordinates"":[[[102.03,13.22],[102.034,13.178],[102.036,13.168],[102.039,13.161],[102.044,13.159],[102.048,13.15$
Loei,"{""type"":""polygon"",""coordinates"":[[[102.051,18.038],[102.042,18.018],[102.04,18.008],[102.038,17.993],[102.036,17.988],[102.033,17.985],[10$
Nong Khai,"{""type"":""polygon"",""coordinates"":[[[103.451,18.426],[103.47,18.422],[103.475,18.422],[103.489,18.425],[103.498,18.424],[103.523,18.418$
Nong Bua Lam Phu,"{""type"":""polygon"",""coordinates"":[[[102.676,16.944],[102.628,16.831],[102.614,16.775],[102.612,16.77],[102.61,16.769],[102.604,$
Trang,"{""type"":""multiPolygon"",""coordinates"":[[[[99.446,7.251],[99.454,7.239],[99.441,7.24],[99.428,7.239],[99.418,7.235],[99.409,7.229],[99.395,$
Ang Thong,"{""type"":""polygon"",""coordinates"":[[[100.477,14.725],[100.487,14.708],[100.496,14.699],[100.516,14.686],[100.513,14.672],[100.516,14.66$
Lop Buri,"{""type"":""polygon"",""coordinates"":[[[101.3,15.302],[101.301,15.284],[101.298,15.275],[101.283,15.25],[101.279,15.24],[101.279,15.214],[1$
Nakhon Sawan,"{""type"":""polygon"",""coordinates"":[[[100.755,15.931],[100.758,15.901],[100.759,15.897],[100.762,15.892],[100.773,15.888],[100.778,15$
Sing Buri,"{""type"":""polygon"",""coordinates"":[[[100.443,15.06],[100.437,15.053],[100.436,15.05],[100.437,15.045],[100.447,15.034],[100.448,15.032]$
Bangkok,"{""type"":""polygon"",""coordinates"":[[[100.855,13.692],[100.837,13.69],[100.828,13.691],[100.818,13.696],[100.815,13.697],[100.807,13.699],$
Prachuap Khiri Khan,"{""type"":""polygon"",""coordinates"":[[[99.961,12.636],[99.961,12.625],[99.978,12.561],[99.981,12.54],[99.977,12.477],[99.981,12$
Ubon Ratchathani,"{""type"":""polygon"",""coordinates"":[[[105.448,15.765],[105.462,15.763],[105.503,15.766],[105.525,15.764],[105.568,15.75],[105.613$
Chachoengsao,"{""type"":""polygon"",""coordinates"":[[[101.141,13.968],[101.155,13.934],[101.157,13.922],[101.151,13.899],[101.15,13.897],[101.149,13.$
Sa Kaeo,"{""type"":""polygon"",""coordinates"":[[[102.147,14.137],[102.154,14.136],[102.158,14.136],[102.162,14.137],[102.166,14.138],[102.168,14.14],$
Nakhon Phanom,"{""type"":""polygon"",""coordinates"":[[[104.211,18.009],[104.255,17.915],[104.264,17.885],[104.27,17.874],[104.278,17.865],[104.282,17$
Mae Hong Son,"{""type"":""polygon"",""coordinates"":[[[98.073,19.778],[98.086,19.773],[98.111,19.777],[98.132,19.766],[98.172,19.732],[98.206,19.722],$
Surat Thani,"{""type"":""multiPolygon"",""coordinates"":[[[[99.704,9.521],[99.682,9.513],[99.668,9.519],[99.699,9.542],[99.704,9.521]]],[[[100.086,9.5$
Songkhla,"{""type"":""multiPolygon"",""coordinates"":[[[[100.201,7.772],[100.184,7.778],[100.176,7.785],[100.171,7.792],[100.166,7.795],[100.162,7.797$
Suphan Buri,"{""type"":""polygon"",""coordinates"":[[[99.726,14.961],[99.797,14.952],[99.871,14.922],[99.948,14.915],[99.959,14.912],[99.966,14.91],[9$
Saraburi,"{""type"":""polygon"",""coordinates"":[[[101.193,14.756],[101.207,14.582],[101.196,14.566],[101.191,14.556],[101.188,14.547],[101.187,14.542$
Ratchaburi,"{""type"":""polygon"",""coordinates"":[[[100.079,13.684],[100.076,13.644],[100.077,13.638],[100.075,13.63],[100.071,13.624],[100.067,13.62$
Si Sa Ket,"{""type"":""polygon"",""coordinates"":[[[104.174,15.477],[104.244,15.379],[104.254,15.368],[104.267,15.362],[104.274,15.358],[104.295,15.34$
Trat,"{""type"":""multiPolygon"",""coordinates"":[[[[102.57,11.721],[102.564,11.708],[102.59,11.71],[102.606,11.685],[102.608,11.648],[102.592,11.619]$
Kalasin,"{""type"":""polygon"",""coordinates"":[[[103.65,17.044],[103.647,17.038],[103.645,17.035],[103.644,17.031],[103.644,17.027],[103.645,17.024],$
Krabi,"{""type"":""multiPolygon"",""coordinates"":[[[[99.118,7.479],[99.1,7.467],[99.077,7.48],[99.057,7.504],[99.032,7.562],[99.028,7.572],[99.029,7.$
Chiang Rai,"{""type"":""polygon"",""coordinates"":[[[99.986,20.387],[99.997,20.384],[100.009,20.384],[100.023,20.381],[100.036,20.373],[100.043,20.365$
Phrae,"{""type"":""polygon"",""coordinates"":[[[100.353,18.815],[100.349,18.804],[100.348,18.8],[100.349,18.795],[100.354,18.79],[100.359,18.788],[100$
Phitsanulok,"{""type"":""polygon"",""coordinates"":[[[100.906,17.688],[100.91,17.688],[100.924,17.691],[100.938,17.695],[100.944,17.698],[100.949,17.7$
Uttaradit,"{""type"":""polygon"",""coordinates"":[[[101.157,18.041],[101.125,18.022],[101.112,18.012],[101.095,17.985],[101.082,17.959],[101.066,17.93$
Prachin Buri,"{""type"":""polygon"",""coordinates"":[[[102.053,14.186],[102.045,14.131],[102.039,14.123],[102.028,14.113],[102.016,14.106],[102.001,14$
Nakhon Pathom,"{""type"":""polygon"",""coordinates"":[[[100.283,14.116],[100.28,14.08],[100.279,14.075],[100.275,14.066],[100.265,14.044],[100.263,14.$
Chon Buri,"{""type"":""polygon"",""coordinates"":[[[101.718,13.172],[101.697,13.15],[101.693,13.134],[101.66,13.148],[101.637,13.151],[101.633,13.149]$
Buri Ram,"{""type"":""polygon"",""coordinates"":[[[102.983,15.661],[103.025,15.618],[103.031,15.613],[103.036,15.61],[103.039,15.609],[103.044,15.606]$
Khon Kaen,"{""type"":""polygon"",""coordinates"":[[[103.113,16.913],[103.131,16.894],[103.134,16.885],[103.134,16.883],[103.133,16.88],[103.127,16.868$
Mukdahan,"{""type"":""polygon"",""coordinates"":[[[104.239,16.896],[104.268,16.868],[104.287,16.857],[104.304,16.853],[104.317,16.858],[104.328,16.865$
Ranong,"{""type"":""multiPolygon"",""coordinates"":[[[[98.417,9.734],[98.398,9.706],[98.385,9.728],[98.39,9.743],[98.402,9.756],[98.412,9.775],[98.412$
Phichit,"{""type"":""polygon"",""coordinates"":[[[100.668,16.347],[100.686,16.301],[100.697,16.262],[100.698,16.257],[100.698,16.252],[100.697,16.243]$
Phetchabun,"{""type"":""polygon"",""coordinates"":[[[101.791,16.766],[101.787,16.742],[101.788,16.737],[101.788,16.731],[101.787,16.725],[101.774,16.7$
Pathum Thani,"{""type"":""polygon"",""coordinates"":[[[100.912,14.214],[100.914,14.021],[100.905,13.955],[100.905,13.95],[100.886,13.945],[100.862,13.$
Samut Sakhon,"{""type"":""polygon"",""coordinates"":[[[100.401,13.491],[100.381,13.492],[100.357,13.49],[100.337,13.482],[100.29,13.505],[100.275,13.5$
Amnat Charoen,"{""type"":""polygon"",""coordinates"":[[[104.984,15.739],[104.939,15.614],[104.935,15.588],[104.937,15.574],[104.941,15.558],[104.942,1$
Chaiyaphum,"{""type"":""polygon"",""coordinates"":[[[101.751,16.67],[101.767,16.657],[101.777,16.65],[101.784,16.644],[101.789,16.642],[101.792,16.643$
Surin,"{""type"":""polygon"",""coordinates"":[[[103.284,15.424],[103.291,15.42],[103.328,15.409],[103.343,15.402],[103.36,15.405],[103.417,15.428],[10$
Sakon Nakhon,"{""type"":""polygon"",""coordinates"":[[[104.01,17.801],[104.016,17.785],[104.017,17.768],[104.02,17.76],[104.023,17.756],[104.026,17.75$
Chumphon,"{""type"":""polygon"",""coordinates"":[[[99.266,10.958],[99.273,10.958],[99.278,10.959],[99.283,10.963],[99.286,10.964],[99.31,10.965],[99.3$
Nakhon Si Thammarat,"{""type"":""polygon"",""coordinates"":[[[100.343,7.939],[100.338,7.938],[100.315,7.935],[100.29,7.93],[100.279,7.926],[100.246,7.$
Lamphun,"{""type"":""polygon"",""coordinates"":[[[99.315,18.53],[99.313,18.508],[99.311,18.501],[99.31,18.499],[99.303,18.493],[99.298,18.492],[99.294$
Phayao,"{""type"":""polygon"",""coordinates"":[[[100.413,19.652],[100.419,19.635],[100.427,19.622],[100.447,19.598],[100.455,19.585],[100.459,19.568],$
Kanchanaburi,"{""type"":""polygon"",""coordinates"":[[[98.615,15.637],[98.62,15.636],[98.624,15.636],[98.628,15.634],[98.641,15.626],[98.646,15.625],[$
Kamphaeng Phet,"{""type"":""polygon"",""coordinates"":[[[99.904,16.688],[99.893,16.646],[99.893,16.632],[99.895,16.625],[99.901,16.612],[99.917,16.586$
Tak,"{""type"":""polygon"",""coordinates"":[[[98.721,17.485],[98.746,17.483],[98.764,17.483],[98.773,17.484],[98.814,17.499],[98.821,17.5],[98.823,17.$
Phra Nakhon Si Ayutthaya,"{""type"":""polygon"",""coordinates"":[[[100.594,14.656],[100.576,14.604],[100.574,14.589],[100.576,14.587],[100.587,14.579]$
Samut Prakan,"{""type"":""polygon"",""coordinates"":[[[100.855,13.692],[100.922,13.668],[100.94,13.658],[100.942,13.654],[100.945,13.644],[100.948,13.$
Samut Songkhram,"{""type"":""polygon"",""coordinates"":[[[100.038,13.504],[100.077,13.455],[100.082,13.446],[100.089,13.426],[100.07,13.417],[100.053,$
Yasothon,"{""type"":""polygon"",""coordinates"":[[[104.813,16.191],[104.811,16.17],[104.809,16.164],[104.807,16.161],[104.802,16.157],[104.798,16.155]$
Udon Thani,"{""type"":""polygon"",""coordinates"":[[[103.4,17.866],[103.397,17.854],[103.395,17.852],[103.395,17.848],[103.397,17.845],[103.402,17.843$
Pattani,"{""type"":""polygon"",""coordinates"":[[[101.724,6.575],[101.721,6.573],[101.689,6.574],[101.684,6.575],[101.678,6.577],[101.672,6.588],[101.$
Phatthalung,"{""type"":""polygon"",""coordinates"":[[[100.13,7.802],[100.162,7.797],[100.166,7.795],[100.171,7.792],[100.176,7.785],[100.184,7.778],[1$
Satun,"{""type"":""multiPolygon"",""coordinates"":[[[[99.248,6.575],[99.261,6.566],[99.258,6.561],[99.248,6.557],[99.217,6.537],[99.195,6.533],[99.174$
Yala,"{""type"":""polygon"",""coordinates"":[[[101.602,6.555],[101.614,6.54],[101.613,6.534],[101.611,6.531],[101.602,6.522],[101.596,6.514],[101.587,$
Chiang Mai,"{""type"":""polygon"",""coordinates"":[[[99.503,20.072],[99.505,20.062],[99.507,20.057],[99.51,20.054],[99.517,20.05],[99.532,20.042],[99.$
Uthai Thani,"{""type"":""polygon"",""coordinates"":[[[100.058,15.42],[100.057,15.401],[100.055,15.399],[100.051,15.399],[100.042,15.401],[100.038,15.4$
Chai Nat,"{""type"":""polygon"",""coordinates"":[[[100.309,15.168],[100.3,15.164],[100.297,15.162],[100.295,15.158],[100.296,15.137],[100.295,15.133],$
Nonthaburi,"{""type"":""polygon"",""coordinates"":[[[100.35,14.114],[100.349,14.105],[100.346,14.095],[100.338,14.082],[100.337,14.076],[100.336,14.06$
Maha Sarakham,"{""type"":""polygon"",""coordinates"":[[[103.526,16.21],[103.476,16.13],[103.469,16.105],[103.468,16.078],[103.468,16.074],[103.47,16.0$
Nakhon Ratchasima,"{""type"":""polygon"",""coordinates"":[[[102.332,15.806],[102.345,15.785],[102.347,15.783],[102.349,15.78],[102.362,15.77],[102.365$
Narathiwat,"{""type"":""polygon"",""coordinates"":[[[101.724,6.575],[101.772,6.501],[101.809,6.465],[101.909,6.402],[102.02,6.296],[102.073,6.258],[10$


